,bigram,count
12593,"('PickupObject', 'stepping')",1
12594,"('ToggleObject', 'boots')",1
12595,"('ToggleObject', 'stepping')",1
12596,"('ToggleObject', 'closer.')",1
12597,"('ToggleObject', 'magazine.')",1
12598,"('ToggleObject', 'upholstered')",1
12599,"('ToggleObject', 'controller.')",1
12600,"('ToggleObject', 'figurine.')",1
12601,"('PickupObject', 'figuring')",1
12602,"('ToggleObject', 'figuring')",1
12603,"('ToggleObject', 'place.')",1
12604,"('ToggleObject', 'height')",1
12605,"('ToggleObject', 'heading')",1
12606,"('PickupObject', 'stature')",1
12607,"('ToggleObject', 'stature')",1
12608,"('PickupObject', 'setting.')",1
12609,"('ToggleObject', 'setting.')",1
12610,"('ToggleObject', 'standing.')",1
12611,"('ToggleObject', 'rectangle')",1
12612,"('ToggleObject', 'animal')",1
12613,"('ToggleObject', 'partition')",1
12614,"('PickupObject', 'carpeted')",1
12615,"('PickupObject', 'broken')",1
12616,"('ToggleObject', 'carpeted')",1
12617,"('ToggleObject', 'coach')",1
12618,"('ToggleObject', 'break')",1
12619,"('ToggleObject', 'broken')",1
12620,"('PickupObject', 'award')",1
12621,"('ToggleObject', 'award')",1
12622,"('PickupObject', 'partial')",1
12623,"('ToggleObject', 'partial')",1
12624,"('PickupObject', 'stand;')",1
12625,"('ToggleObject', 'stand;')",1
12626,"('PickupObject', 'trophies.')",1
12627,"('ToggleObject', 'trophies.')",1
12628,"('PickupObject', ""statue's"")",1
12629,"('ToggleObject', ""statue's"")",1
12630,"('ToggleObject', 'copper')",1
12631,"('ToggleObject', 'pallet.')",1
12632,"('ToggleObject', 'wise.')",1
12633,"('PickupObject', 'arriving')",1
12634,"('ToggleObject', 'arriving')",1
12635,"('ToggleObject', ""cd's"")",1
12636,"('ToggleObject', 'basket.')",1
12637,"('ToggleObject', 'wicker')",1
12638,"('PickupObject', 'bunks')",1
12639,"('ToggleObject', 'bunks')",1
12640,"('PickupObject', 'frame.')",1
12641,"('ToggleObject', 'handled')",1
12642,"('ToggleObject', 'frame.')",1
12643,"('ToggleObject', '\n')",1
12644,"('ToggleObject', 'beyond')",1
12645,"('PickupObject', 'lighted')",1
12646,"('ToggleObject', 'lighted')",1
12647,"('ToggleObject', 'sure')",1
12648,"('ToggleObject', 'f')",1
12649,"('PickupObject', 'residing')",1
12650,"('ToggleObject', 'residing')",1
12651,"('ToggleObject', 'plan')",1
12652,"('PickupObject', 'lighting.')",1
12653,"('ToggleObject', 'lighting.')",1
12654,"('ToggleObject', 'rug.')",1
12655,"('ToggleObject', 'piece')",1
12656,"('ToggleObject', ""laptop's"")",1
12657,"('ToggleObject', 'closest.')",1
12658,"('ToggleObject', 'holder.')",1
12659,"('PickupObject', 'ways.')",1
12660,"('ToggleObject', 'ways.')",1
12661,"('PickupObject', 'armchairs.')",1
12662,"('ToggleObject', 'armchairs.')",1
12663,"('ToggleObject', 'upwards')",1
12664,"('ToggleObject', 'right-hand')",1
12665,"('PickupObject', 'hard')",1
12666,"('ToggleObject', 'hard')",1
12667,"('ToggleObject', 'nearly')",1
12668,"('ToggleObject', 'enough')",1
12669,"('ToggleObject', 't.v.')",1
12670,"('PickupObject', 'cough')",1
12671,"('ToggleObject', 'cough')",1
12672,"('PickupObject', 'watched')",1
12673,"('ToggleObject', 'watched')",1
12674,"('ToggleObject', 'gaze')",1
12675,"('ToggleObject', 'moe')",1
12676,"('ToggleObject', 'kettle.')",1
12677,"('PickupObject', 'hearth.')",1
12678,"('ToggleObject', 'hearth.')",1
12679,"('PickupObject', 'chimney')",1
12680,"('ToggleObject', 'chimney')",1
12681,"('PickupObject', 'easel')",1
12682,"('ToggleObject', 'easel')",1
12683,"('ToggleObject', 'ceramic')",1
12684,"('ToggleObject', 'single')",1
12685,"('PickupObject', 'cds.')",1
12686,"('PutObject', 'cds.')",1
12687,"('PutObject', 'moe')",1
12688,"('PickupObject', 'beam')",1
12689,"('PutObject', 'beam')",1
12690,"('PickupObject', 'engineer')",1
12691,"('PickupObject', 'cushy')",1
12692,"('PutObject', 'cushy')",1
12693,"('PickupObject', '""huckleberry')",1
12694,"('PickupObject', 'finn""')",1
12695,"('PickupObject', 'pattern.')",1
12696,"('PutObject', '""huckleberry')",1
12697,"('PutObject', 'finn""')",1
12698,"('PutObject', 'pattern.')",1
12699,"('PickupObject', '""multiple')",1
12700,"('PickupObject', 'geometry"".')",1
12701,"('PutObject', '""multiple')",1
12702,"('PutObject', 'geometry"".')",1
12703,"('PickupObject', 'transferring')",1
12704,"('PickupObject', 'code.')",1
12705,"('PutObject', 'code.')",1
12706,"('PickupObject', 'titled')",1
12707,"('PickupObject', 'c++')",1
12708,"('PickupObject', 'data')",1
12709,"('PickupObject', 'structures')",1
12710,"('PickupObject', 'scratch')",1
12711,"('PickupObject', 'rhinoceros')",1
12712,"('PickupObject', 'rhino')",1
12713,"('PickupObject', 'sea')",1
12714,"('PickupObject', '""the')",1
12715,"('PickupObject', 'effective')",1
12716,"('PickupObject', 'engineer""')",1
12717,"('PutObject', '""the')",1
12718,"('PutObject', 'effective')",1
12719,"('PutObject', 'engineer""')",1
12720,"('PickupObject', 'to.')",1
12721,"('PutObject', 'to.')",1
12722,"('PickupObject', 'chair.\n')",1
12723,"('PutObject', 'chair.\n')",1
12724,"('PickupObject', 'portable')",1
12725,"('PickupObject', '\nhead')",1
12726,"('PutObject', '\nhead')",1
12727,"('SliceObject', '-')",1
12728,"('PickupObject', 'garments')",1
12729,"('PutObject', 'garments')",1
12730,"('PickupObject', 'mechanism.')",1
12731,"('PutObject', 'mechanism.')",1
12732,"('PickupObject', '\n\n\n\nplace')",1
12733,"('PickupObject', '4th')",1
12734,"('PutObject', '4th')",1
12735,"('PickupObject', 'slow')",1
12736,"('PutObject', 'slow')",1
12737,"('PickupObject', 'lay.')",1
12738,"('PutObject', 'lay.')",1
12739,"('PickupObject', 'bed-side.')",1
12740,"('PutObject', 'bed-side.')",1
12741,"('PutObject', 'nd')",1
12742,"('PutObject', 'heater')",1
12743,"('PickupObject', 'animal.')",1
12744,"('PutObject', 'animal.')",1
12745,"('PickupObject', 'toys')",1
12746,"('PutObject', 'toys')",1
12747,"('PickupObject', 'washcloths')",1
12748,"('PutObject', 'washcloths')",1
12749,"('PickupObject', ""cards'"")",1
12750,"('PutObject', ""cards'"")",1
12751,"('PickupObject', 'tv..')",1
12752,"('PutObject', 'tv..')",1
12753,"('PickupObject', 'drawings.')",1
12754,"('PutObject', 'drawings.')",1
12755,"('PickupObject', ""shelf's."")",1
12756,"('PutObject', ""shelf's."")",1
12757,"('PickupObject', 'credt')",1
12758,"('PutObject', 'credt')",1
12759,"('PickupObject', 'seats.')",1
12760,"('PutObject', 'seats.')",1
12761,"('PickupObject', 'sponger')",1
12762,"('PutObject', 'sponger')",1
12763,"('PutObject', 'car.')",1
12764,"('PickupObject', 'odor.')",1
12765,"('PickupObject', 'sink/')",1
12766,"('PickupObject', 'bathrub.')",1
12767,"('PutObject', 'bathrub.')",1
12768,"('PickupObject', 'wall-mounted')",1
12769,"('PickupObject', 'stovve.')",1
12770,"('PutObject', 'stovve.')",1
12771,"('PickupObject', 'display.')",1
12772,"('PickupObject', 'tide')",1
12773,"('PutObject', 'tide')",1
12774,"('PickupObject', '\ntake')",1
12775,"('PutObject', '\ntake')",1
12776,"('PickupObject', 'sinl')",1
12777,"('PutObject', 'sinl')",1
12778,"('PickupObject', 'verring')",1
12779,"('PickupObject', 'female')",1
12780,"('PickupObject', ""vase's"")",1
12781,"('PickupObject', 'fold')",1
12782,"('PickupObject', 'newspsper')",1
12783,"('PutObject', 'newspsper')",1
12784,"('PickupObject', 'cylindrical')",1
12785,"('PutObject', 'cylindrical')",1
12786,"('PickupObject', 'lace')",1
12787,"('PutObject', 'lace')",1
12788,"('PickupObject', 'outcrop')",1
12789,"('PickupObject', 'table/desk')",1
12790,"('PickupObject', 'dustbin')",1
12791,"('PickupObject', 'arms')",1
12792,"('PutObject', 'arms')",1
12793,"('PickupObject', 'movies.')",1
12794,"('PutObject', 'movies.')",1
12795,"('PickupObject', 'woven')",1
12796,"('PutObject', 'woven')",1
12797,"('PutObject', 'inspect')",1
12798,"('PickupObject', 'marks')",1
12799,"('PickupObject', 'windowsill')",1
12800,"('PickupObject', 'line.')",1
12801,"('PutObject', 'line.')",1
12802,"('PickupObject', 'pas')",1
12803,"('PutObject', 'pas')",1
12804,"('PickupObject', 'nook.')",1
12805,"('PutObject', 'nook.')",1
12806,"('PickupObject', 'seasoning')",1
12807,"('PutObject', 'seasoning')",1
12808,"('PickupObject', 'maroon')",1
12809,"('PutObject', 'maroon')",1
12810,"('PickupObject', 'barrels')",1
12811,"('PutObject', 'barrels')",1
12812,"('PickupObject', 'circles')",1
12813,"('PutObject', 'circles')",1
12814,"('PickupObject', 'god')",1
12815,"('PutObject', 'god')",1
12816,"('PickupObject', 'cabinst.')",1
12817,"('PickupObject', 'cap.')",1
12818,"('PutObject', 'cap.')",1
12819,"('PickupObject', 'make-up')",1
12820,"('PutObject', 'make-up')",1
12821,"('PickupObject', 'bathtu.')",1
12822,"('PickupObject', 'dispensper')",1
12823,"('PickupObject', 'product')",1
12824,"('PickupObject', 'soface')",1
12825,"('PutObject', 'soface')",1
12826,"('PickupObject', 'texture')",1
12827,"('PutObject', 'texture')",1
12828,"('PickupObject', 'comforter')",1
12829,"('PickupObject', 'blank')",1
12830,"('PickupObject', 'vacuum')",1
12831,"('PickupObject', 'feet.')",1
12832,"('PickupObject', 'laptop./')",1
12833,"('PickupObject', 'balance')",1
12834,"('PickupObject', 'lower.')",1
12835,"('PickupObject', 'refresh')",1
12836,"('PickupObject', 'supply')",1
12837,"('PutObject', 'refresh')",1
12838,"('PutObject', 'supply')",1
12839,"('PickupObject', 'toll')",1
12840,"('PutObject', 'toll')",1
12841,"('PickupObject', 'toilet;')",1
12842,"('PutObject', 'toilet;')",1
12843,"('PickupObject', 'yo.')",1
12844,"('PutObject', 'yo.')",1
12845,"('PickupObject', 'downward.')",1
12846,"('SliceObject', 'downward.')",1
12847,"('PickupObject', 'slices?')",1
12848,"('SliceObject', 'slices?')",1
12849,"('SliceObject', 'upside')",1
12850,"('SliceObject', 'over.')",1
12851,"('PickupObject', 'adjoining')",1
12852,"('PutObject', 'adjoining')",1
12853,"('PickupObject', 'ornaments')",1
12854,"('PutObject', 'ornaments')",1
12855,"('PickupObject', 'decoration.')",1
12856,"('PutObject', 'decoration.')",1
12857,"('PickupObject', 'table.\n')",1
12858,"('PickupObject', 'begins')",1
12859,"('PickupObject', 'pulled')",1
12860,"('PutObject', 'wise.')",1
12861,"('SliceObject', 'caring')",1
12862,"('SliceObject', ""stove's"")",1
12863,"('SliceObject', 'together')",1
12864,"('SliceObject', 'stabbing')",1
12865,"('SliceObject', 'ninety')",1
12866,"('SliceObject', 'shaker..')",1
12867,"('SliceObject', 'pen')",1
12868,"('SliceObject', 'pace')",1
12869,"('SliceObject', 'times')",1
12870,"('PutObject', 'appliances')",1
12871,"('PutObject', 'forty')",1
12872,"('PutObject', 'unto')",1
12873,"('PutObject', 'sofa\n')",1
12874,"('PutObject', 'height')",1
12875,"('PutObject', 'trail')",1
12876,"('PutObject', 'already.')",1
12877,"('PutObject', 'an')",1
12878,"('PutObject', 'precious')",1
12879,"('PutObject', 'comb')",1
12880,"('PutObject', 'introduce')",1
12881,"('PutObject', '(matching')",1
12882,"('PutObject', 'color).')",1
12883,"('PickupObject', 'try')",1
12884,"('PutObject', 'try')",1
12885,"('PutObject', 'instruments')",1
12886,"('SliceObject', 'tale.')",1
12887,"('SliceObject', 'fridge..')",1
12888,"('SliceObject', 'withe')",1
12889,"('SliceObject', 'temperature')",1
12890,"('SliceObject', 'control')",1
12891,"('SliceObject', 'knob')",1
12892,"('SliceObject', 'slices..')",1
12893,"('SliceObject', 'deep')",1
12894,"('SliceObject', 'flank')",1
12895,"('SliceObject', 'way.')",1
12896,"('SliceObject', 'pickle')",1
12897,"('SliceObject', 'only.')",1
12898,"('SliceObject', 'swing')",1
12899,"('SliceObject', 'base')",1
12900,"('SliceObject', 'tact.')",1
12901,"('SliceObject', 'seventh')",1
12902,"('SliceObject', 'sandwich.')",1
12903,"('SliceObject', 'design')",1
12904,"('SliceObject', 'rotation.')",1
12905,"('SliceObject', 'how')",1
12906,"('PutObject', 'further.')",1
12907,"('PutObject', 'sort')",1
12908,"('PutObject', 'regular')",1
12909,"('PutObject', 'maintenance')",1
12910,"('PutObject', 'embedded')",1
12911,"('PutObject', 'inbetween')",1
12912,"('PutObject', 'bookcases')",1
12913,"('PutObject', 'furniture.')",1
12914,"('PutObject', 'prepped')",1
12915,"('SliceObject', 'collect')",1
12916,"('SliceObject', 'ro')",1
12917,"('SliceObject', 'side..')",1
12918,"('SliceObject', '(towards')",1
12919,"('SliceObject', 'back-right')",1
12920,"('SliceObject', 'mid-way')",1
12921,"('SliceObject', 'link.')",1
12922,"('SliceObject', 'structure.')",1
12923,"('SliceObject', 'refrigerator:')",1
12924,"('SliceObject', '1.')",1
12925,"('SliceObject', '2.')",1
12926,"('SliceObject', 'near-right')",1
12927,"('SliceObject', 'near-left')",1
12928,"('SliceObject', 'filled')",1
12929,"('PickupObject', 'comer.')",1
12930,"('PutObject', 'comer.')",1
12931,"('PutObject', 'weird')",1
12932,"('PickupObject', 'magically')",1
12933,"('PickupObject', 'hangs')",1
12934,"('PutObject', 'magically')",1
12935,"('PutObject', 'hangs')",1
12936,"('SliceObject', 'including')",1
12937,"('SliceObject', 'reveal')",1
12938,"('SliceObject', 'push')",1
12939,"('SliceObject', 'tap')",1
12940,"('SliceObject', 'focus')",1
12941,"('SliceObject', 'stack.')",1
12942,"('SliceObject', 'room./')",1
12943,"('SliceObject', 'from')",1
12944,"('SliceObject', 'sit')",1
12945,"('SliceObject', 'trim')",1
12946,"('SliceObject', 'lamp.')",1
12947,"('SliceObject', 'slotted')",1
12948,"('SliceObject', 'pay')",1
12949,"('SliceObject', 'fried')",1
12950,"('SliceObject', 'eaten')",1
12951,"('SliceObject', 'griddle')",1
12952,"('SliceObject', '.turn')",1
12953,"('SliceObject', 'closely')",1
12954,"('SliceObject', 'top;')",1
12955,"('SliceObject', 'shadow.')",1
12956,"('SliceObject', 'doors..')",1
12957,"('SliceObject', 'bowel')",1
12958,"('SliceObject', 'space.')",1
12959,"('SliceObject', 'indent')",1
12960,"('SliceObject', 'cash')",1
12961,"('CleanObject', 'brick')",1
12962,"('CleanObject', 'spoons')",1
12963,"('PickupObject', 'fruit/apple')",1
12964,"('CleanObject', 'fruit/apple')",1
12965,"('PickupObject', 'wished')",1
12966,"('CleanObject', 'wished')",1
12967,"('PutObject', 'wished')",1
12968,"('CleanObject', 'in')",1
12969,"('CleanObject', 'bend')",1
12970,"('CleanObject', 'heating')",1
12971,"('SliceObject', 'fashion')",1
12972,"('CleanObject', 'thirds.')",1
12973,"('CleanObject', 'zigzag')",1
12974,"('CleanObject', 'fashion')",1
12975,"('SliceObject', 'curve')",1
12976,"('CleanObject', 'curve')",1
12977,"('CleanObject', 'sections.')",1
12978,"('SliceObject', 'knifes.')",1
12979,"('CleanObject', 'knifes.')",1
12980,"('CleanObject', 'thirds')",1
12981,"('CleanObject', 'sits')",1
12982,"('CleanObject', 'loaf.')",1
12983,"('CleanObject', 'bronze')",1
12984,"('CleanObject', 'colored')",1
12985,"('SliceObject', 'rise')",1
12986,"('CleanObject', 'rise')",1
12987,"('CleanObject', 'refrigerator\n')",1
12988,"('CleanObject', 'toast')",1
12989,"('SliceObject', 'piece.')",1
12990,"('PutObject', 'piece.')",1
12991,"('CleanObject', 'counter..')",1
12992,"('CleanObject', 'piece.')",1
12993,"('CleanObject', 'chopped')",1
12994,"('CleanObject', 'perpendicular')",1
12995,"('CleanObject', 'seconds.')",1
12996,"('SliceObject', 'knife..')",1
12997,"('PutObject', 'knife..')",1
12998,"('CleanObject', 'knife..')",1
12999,"('SliceObject', 'bedside')",1
13000,"('CleanObject', 'bedside')",1
13001,"('SliceObject', 'working.')",1
13002,"('PutObject', 'working.')",1
13003,"('CleanObject', 'working.')",1
13004,"('CleanObject', 'eat.')",1
13005,"('PickupObject', 'carefully')",1
13006,"('CleanObject', 'carefully')",1
13007,"('PutObject', 'carefully')",1
13008,"('PickupObject', 'medium')",1
13009,"('PickupObject', 'sized')",1
13010,"('CleanObject', 'medium')",1
13011,"('CleanObject', 'sized')",1
13012,"('CleanObject', 'milk')",1
13013,"('PutObject', 'medium')",1
13014,"('PutObject', 'sized')",1
13015,"('CleanObject', 'tan')",1
13016,"('CleanObject', 'righ')",1
13017,"('PickupObject', 'chill.')",1
13018,"('CleanObject', 'chill.')",1
13019,"('PutObject', 'chill.')",1
13020,"('CleanObject', 'frozen')",1
13021,"('CleanObject', 'frosted')",1
13022,"('CleanObject', 'mike')",1
13023,"('CleanObject', 'display')",1
13024,"('CleanObject', 'vegetables')",1
13025,"('CleanObject', 'cooking')",1
13026,"('CleanObject', 'behind.')",1
13027,"('PickupObject', 'cooktop.')",1
13028,"('CleanObject', 'cooktop.')",1
13029,"('PutObject', 'cooktop.')",1
13030,"('CleanObject', 'do')",1
13031,"('CleanObject', 'turn.')",1
13032,"('CleanObject', 'everything')",1
13033,"('CleanObject', 'parallel')",1
13034,"('PickupObject', 'each.')",1
13035,"('CleanObject', 'row.')",1
13036,"('CleanObject', 'rows')",1
13037,"('CleanObject', 'each.')",1
13038,"('PutObject', 'each.')",1
13039,"('CleanObject', 'knock')",1
13040,"('CleanObject', 'closely')",1
13041,"('CleanObject', 'n')",1
13042,"('PickupObject', 'actually')",1
13043,"('CleanObject', 'actually')",1
13044,"('PutObject', 'actually')",1
13045,"('CleanObject', 'hanger')",1
13046,"('PickupObject', 'removed')",1
13047,"('CleanObject', 'removed')",1
13048,"('CleanObject', 'nail')",1
13049,"('CleanObject', 'polish.')",1
13050,"('PickupObject', 'essentially')",1
13051,"('CleanObject', 'essentially')",1
13052,"('PutObject', 'essentially')",1
13053,"('CleanObject', 'urn')",1
13054,"('CleanObject', 'others')",1
13055,"('CleanObject', 'layer')",1
13056,"('PickupObject', 'greenish')",1
13057,"('CleanObject', 'greenish')",1
13058,"('PutObject', 'greenish')",1
13059,"('PickupObject', '\nthen')",1
13060,"('CleanObject', '\nthen')",1
13061,"('PutObject', '\nthen')",1
13062,"('CleanObject', 'cylinder.')",1
13063,"('PickupObject', 'dirt')",1
13064,"('CleanObject', 'dirt')",1
13065,"('PutObject', 'dirt')",1
13066,"('CleanObject', 'hot')",1
13067,"('PickupObject', 'plungers')",1
13068,"('CleanObject', 'plungers')",1
13069,"('PutObject', 'plungers')",1
13070,"('CleanObject', 'ring')",1
13071,"('CleanObject', 'cistern')",1
13072,"('PickupObject', 'napkin.')",1
13073,"('CleanObject', 'napkin.')",1
13074,"('PutObject', 'napkin.')",1
13075,"('CleanObject', 'upwards')",1
13076,"('PickupObject', 'ran')",1
13077,"('CleanObject', 'ran')",1
13078,"('PutObject', 'ran')",1
13079,"('PickupObject', 'remembering')",1
13080,"('CleanObject', 'remembering')",1
13081,"('PutObject', 'remembering')",1
13082,"('PickupObject', 'dump')",1
13083,"('CleanObject', 'dump')",1
13084,"('PutObject', 'dump')",1
13085,"('PutObject', 'filling')",1
13086,"('PickupObject', 'drink')",1
13087,"('CleanObject', 'drink')",1
13088,"('CleanObject', 'store.')",1
13089,"('PutObject', 'drink')",1
13090,"('CleanObject', 'ladder')",1
13091,"('PickupObject', 'cupl')",1
13092,"('CleanObject', 'cupl')",1
13093,"('PutObject', 'cupl')",1
13094,"('CleanObject', 'immediately')",1
13095,"('CleanObject', 'talk')",1
13096,"('CleanObject', 'microwaves')",1
13097,"('CleanObject', 'candlestick.')",1
13098,"('PickupObject', 'newly')",1
13099,"('CleanObject', 'newly')",1
13100,"('PutObject', 'newly')",1
13101,"('CleanObject', 'from')",1
13102,"('CleanObject', 'cleaning.')",1
13103,"('CleanObject', 'toy.')",1
13104,"('CleanObject', 'lefthand')",1
13105,"('CleanObject', 'give')",1
13106,"('PickupObject', 'plug')",1
13107,"('CleanObject', 'plug')",1
13108,"('CleanObject', '5')",1
13109,"('PutObject', 'plug')",1
13110,"('PickupObject', 'water.turn')",1
13111,"('CleanObject', 'water.turn')",1
13112,"('PutObject', 'water.turn')",1
13113,"('CleanObject', 'tissue.')",1
13114,"('PickupObject', 'lip.')",1
13115,"('CleanObject', ""tub's"")",1
13116,"('CleanObject', 'lip.')",1
13117,"('PutObject', 'lip.')",1
13118,"('PickupObject', 'tab')",1
13119,"('CleanObject', 'tab')",1
13120,"('PutObject', 'tab')",1
13121,"('CleanObject', 'sponges')",1
13122,"('CleanObject', 'step;')",1
13123,"('CleanObject', 'nine')",1
13124,"('PickupObject', 'ge')",1
13125,"('CleanObject', 'ge')",1
13126,"('CleanObject', 'bear.')",1
13127,"('PutObject', 'ge')",1
13128,"('CleanObject', 'table..')",1
13129,"('CleanObject', '\ndrop')",1
13130,"('PickupObject', 'tie')",1
13131,"('CleanObject', 'tie')",1
13132,"('PutObject', 'tie')",1
13133,"('CleanObject', 'microwaved')",1
13134,"('PickupObject', 'contents')",1
13135,"('CleanObject', 'left-side')",1
13136,"('CleanObject', 'contents')",1
13137,"('PutObject', 'contents')",1
13138,"('PickupObject', 'specifically')",1
13139,"('CleanObject', 'specifically')",1
13140,"('PutObject', 'specifically')",1
13141,"('CleanObject', 'house')",1
13142,"('CleanObject', 'bit.')",1
13143,"('PickupObject', 'return.')",1
13144,"('CleanObject', 'till')",1
13145,"('CleanObject', 'return.')",1
13146,"('PickupObject', 'drainer.')",1
13147,"('CleanObject', 'drainer.')",1
13148,"('CleanObject', 'single')",1
13149,"('CleanObject', 'pencil')",1
13150,"('PickupObject', 'vegetables.')",1
13151,"('CleanObject', 'vegetables.')",1
13152,"('PutObject', 'vegetables.')",1
13153,"('CleanObject', 'plastic')",1
13154,"('CleanObject', 'eggs')",1
13155,"('CleanObject', 'throwing')",1
13156,"('CleanObject', 'position.')",1
13157,"('PickupObject', 'found.')",1
13158,"('CleanObject', 'found.')",1
13159,"('PutObject', 'found.')",1
13160,"('CleanObject', 'previously.')",1
13161,"('PickupObject', 'forked')",1
13162,"('CleanObject', 'forked')",1
13163,"('PutObject', 'forked')",1
13164,"('CleanObject', 'utensils.')",1
13165,"('PickupObject', '""t""')",1
13166,"('CleanObject', '""t""')",1
13167,"('CleanObject', 'horizontally.')",1
13168,"('PutObject', '""t""')",1
13169,"('PickupObject', 'flipped')",1
13170,"('CleanObject', 'flipped')",1
13171,"('CleanObject', 'over.')",1
13172,"('PutObject', 'flipped')",1
13173,"('PickupObject', 'manner')",1
13174,"('CleanObject', 'vertical')",1
13175,"('CleanObject', 'manner')",1
13176,"('PutObject', 'manner')",1
13177,"('PickupObject', 'counted')",1
13178,"('CleanObject', 'counted')",1
13179,"('PutObject', 'counted')",1
13180,"('CleanObject', 'let.')",1
13181,"('CleanObject', 'avocado')",1
13182,"('CleanObject', 'avocado.')",1
13183,"('CleanObject', 'holder.')",1
13184,"('PickupObject', 'slanted')",1
13185,"('PickupObject', 'c')",1
13186,"('CleanObject', 'slanted')",1
13187,"('CleanObject', 'c')",1
13188,"('PutObject', 'slanted')",1
13189,"('PutObject', 'c')",1
13190,"('PickupObject', 'drains')",1
13191,"('CleanObject', 'drains')",1
13192,"('CleanObject', 'tines')",1
13193,"('CleanObject', 'leaning')",1
13194,"('PutObject', 'drains')",1
13195,"('CleanObject', 'teapot.')",1
13196,"('CleanObject', 'moment.')",1
13197,"('CleanObject', 'towels')",1
13198,"('PickupObject', 'make.')",1
13199,"('CleanObject', 'make.')",1
13200,"('PutObject', 'make.')",1
13201,"('PickupObject', 'teak')",1
13202,"('CleanObject', 'teak')",1
13203,"('PutObject', 'teak')",1
13204,"('CleanObject', 'vases')",1
13205,"('CleanObject', 'pointed')",1
13206,"('PickupObject', 'fill/rinse')",1
13207,"('CleanObject', 'fill/rinse')",1
13208,"('PutObject', 'fill/rinse')",1
13209,"('CleanObject', 'beginning')",1
13210,"('CleanObject', 'rug')",1
13211,"('CleanObject', 'skin')",1
13212,"('PickupObject', 'cleanly')",1
13213,"('CleanObject', 'cleanly')",1
13214,"('PutObject', 'cleanly')",1
13215,"('PickupObject', ""there's"")",1
13216,"('CleanObject', ""there's"")",1
13217,"('PutObject', ""there's"")",1
13218,"('PickupObject', 'except')",1
13219,"('CleanObject', 'except')",1
13220,"('PutObject', 'except')",1
13221,"('PickupObject', 'reuse')",1
13222,"('CleanObject', 'reuse')",1
13223,"('PutObject', 'reuse')",1
13224,"('CleanObject', 'kettles')",1
13225,"('CleanObject', 'midway')",1
13226,"('CleanObject', 'knob')",1
13227,"('PickupObject', 'boiling')",1
13228,"('CleanObject', 'boiling')",1
13229,"('PutObject', 'boiling')",1
13230,"('CleanObject', 'pavement')",1
13231,"('PickupObject', 'reason.')",1
13232,"('PickupObject', 'roughly')",1
13233,"('CleanObject', 'reason.')",1
13234,"('CleanObject', 'roughly')",1
13235,"('PutObject', 'reason.')",1
13236,"('PutObject', 'roughly')",1
13237,"('CleanObject', 'pencil.')",1
13238,"('CleanObject', 'potatoes')",1
13239,"('CleanObject', 'was.')",1
13240,"('CleanObject', 'sticking')",1
13241,"('CleanObject', 'rounded')",1
13242,"('CleanObject', 'oval')",1
13243,"('CleanObject', 'load')",1
13244,"('PickupObject', 'turns.')",1
13245,"('CleanObject', 'apples')",1
13246,"('CleanObject', 'turns.')",1
13247,"('PutObject', 'turns.')",1
13248,"('PickupObject', 'reaches')",1
13249,"('CleanObject', 'reaches')",1
13250,"('PutObject', 'reaches')",1
13251,"('PickupObject', 'cutlery')",1
13252,"('CleanObject', 'cutlery')",1
13253,"('PutObject', 'cutlery')",1
13254,"('PickupObject', 'bottom-right')",1
13255,"('CleanObject', 'bottom-right')",1
13256,"('PutObject', 'bottom-right')",1
13257,"('CleanObject', 'soon')",1
13258,"('CleanObject', 'aqua')",1
13259,"('CleanObject', 'shutting')",1
13260,"('CleanObject', 'containers')",1
13261,"('PickupObject', 'sponge;')",1
13262,"('PickupObject', 'centering')",1
13263,"('CleanObject', 'sponge;')",1
13264,"('CleanObject', 'centering')",1
13265,"('PutObject', 'sponge;')",1
13266,"('PutObject', 'centering')",1
13267,"('CleanObject', 'originally.')",1
13268,"('PickupObject', ""shakers'"")",1
13269,"('CleanObject', ""shakers'"")",1
13270,"('PutObject', ""shakers'"")",1
13271,"('CleanObject', ""tomato's"")",1
13272,"('PickupObject', 'underneat')",1
13273,"('CleanObject', 'underneat')",1
13274,"('PutObject', 'underneat')",1
13275,"('PickupObject', 'st.')",1
13276,"('PickupObject', 'label')",1
13277,"('CleanObject', 'st.')",1
13278,"('CleanObject', 'label')",1
13279,"('PutObject', 'st.')",1
13280,"('PutObject', 'label')",1
13281,"('CleanObject', 'largest')",1
13282,"('CleanObject', 'little.')",1
13283,"('CleanObject', 'meal')",1
13284,"('PickupObject', 'wash.')",1
13285,"('CleanObject', 'wash.')",1
13286,"('PickupObject', 'atop')",1
13287,"('CleanObject', 'atop')",1
13288,"('SliceObject', 'right-hand')",1
13289,"('SliceObject', 'you')",1
13290,"('SliceObject', 'need')",1
13291,"('SliceObject', 'bank')",1
13292,"('SliceObject', 'thus')",1
13293,"('CleanObject', 'need')",1
13294,"('CleanObject', 'thus')",1
13295,"('CleanObject', 'fall')",1
13296,"('SliceObject', 'top-right')",1
13297,"('CleanObject', 'top-right')",1
13298,"('SliceObject', 'waiting')",1
13299,"('CleanObject', 'waiting')",1
13300,"('SliceObject', 'items.')",1
13301,"('CleanObject', 'items.')",1
13302,"('SliceObject', 'storing')",1
13303,"('CleanObject', 'storing')",1
13304,"('CleanObject', 'skillet.')",1
